"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01532208","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:20:11.000","2026-08-01T12:32:36.000","2026-08-01T12:20:12.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532207","Water On Street Complaint","AAE","311 City Services","DWM - Department of Water Management","Open","Phone Call","2026-08-01T12:20:04.000","2026-08-01T12:30:25.000",,"2937 W SCHUBERT AVE","Chicago","Illinois","60647","2937","W","SCHUBERT","AVE","false","false",,,"22","1","4","I016","1","14","1411","1",,"12","7","8","1156176.7007329157","1917755.4618980656","41.930118000941","-87.701512500002","
,  
(41.930118000941, -87.701512500002)"
"SR26-01532206","Tree Emergency","SEC",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T12:20:04.000","2026-08-01T12:20:06.000",,"528 N LONG AVE",,,,"528","N","LONG","AVE","false","false",,,"25","37","6","C021","2","15","1523","1",,"12","7","8","1140150.6242488858","1902936.4869840897","41.88976200094","-87.760768500002","
,  
(41.88976200094, -87.760768500002)"
"SR26-01532205","Tree Removal Inspection","SEE",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T12:20:02.000","2026-08-01T12:20:06.000",,"7756 W COLUMBIA AVE",,,,"7756","W","COLUMBIA","AVE","false","false",,,"9","41","1","W106","1","16","1612","28",,"12","7","8","1123468.2231582666","1944100.0228065725","42.003009000941","-87.821131500002","
,  
(42.003009000941, -87.821131500002)"
"SR26-01532204","Report an Injured Animal","EAQ",,"Animal Care and Control","Open","Internet","2026-08-01T12:19:48.000","2026-08-01T12:19:51.000",,"1316 W FARGO AVE","Chicago","Illinois","60626","1316","W","FARGO","AVE","false","false",,,"1","49","2","M004","2","24","2422","2",,"12","7","8","1166242.953734054","1949679.0880200558","42.017508000941","-87.663604500002","
,  
(42.017508000941, -87.663604500002)"
"SR26-01532203","Inspect Public Way Request","PBD","311 City Services","CDOT - Department of Transportation","Open","Phone Call","2026-08-01T12:19:47.000","2026-08-01T12:19:48.000",,"106 E 72ND ST","Chicago","Illinois","60619","106","E","72ND","ST","false","false",,,"69","6","12","Q039","2","03","0323","9",,"12","7","8","1178514.195278454","1857365.9637819882","41.76392400094","-87.621268500002","
,  
(41.76392400094, -87.621268500002)"
"SR26-01532202","Weed Removal Request","SCP",,"Streets and Sanitation","Open","Internet","2026-08-01T12:19:33.000","2026-08-01T12:19:34.000",,"4607 W ERIE ST","Chicago","Illinois","60644","4607","W","ERIE","ST","false","false",,,"25","28","6","E021","1","11","1111","3",,"12","7","8","1145419.5646872867","1903821.6932272932","41.89209300094","-87.741396000002","
,  
(41.89209300094, -87.741396000002)"
"SR26-01532201","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:19:32.000","2026-08-01T12:32:36.000","2026-08-01T12:19:32.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532200","Street Cleaning Request","SDP","311 City Services","Streets and Sanitation","Open","Phone Call","2026-08-01T12:19:19.000","2026-08-01T12:19:21.000",,"2700 N RICHMOND ST","Chicago","Illinois","60647","2700","N","RICHMOND","ST","false","false",,,"22","1","4","I016","1","14","1411","1",,"12","7","8","1156169.9015496983","1917847.2460177373","41.930370000941","-87.701535000002","
,  
(41.930370000941, -87.701535000002)"
"SR26-01532199","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:18:53.000","2026-08-01T12:32:36.000","2026-08-01T12:18:53.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532198","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:18:38.000","2026-08-01T12:32:36.000","2026-08-01T12:18:38.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532197","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T12:18:37.000","2026-08-01T12:18:40.000",,"432 W 28TH PL",,,,"432","W","28TH","PL","false","false",,,"60","11","9","O028","1","09","0914","3",,"12","7","8","1173711.9473869363","1886060.0265397266","41.842771143287","-87.638018973785","
,  
(41.842771143287, -87.638018973785)"
"SR26-01532196","Tree Emergency","SEC",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T12:18:24.000","2026-08-01T12:18:26.000",,"10438 S NORMAL AVE",,,,"10438","S","NORMAL","AVE","false","false",,,"49","21","14","O047","3","22","2233","11",,"12","7","8","1174739.138231856","1835515.0051719048","41.70404700094","-87.635754000002","
,  
(41.70404700094, -87.635754000002)"
"SR26-01532195","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:18:17.000","2026-08-01T12:32:36.000","2026-08-01T12:18:18.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532194","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T12:18:17.000","2026-08-01T12:32:36.000","2026-08-01T12:18:17.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"12","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01532193","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:17:44.000","2026-08-01T12:32:36.000","2026-08-01T12:17:44.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532192","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:17:31.000","2026-08-01T12:32:36.000","2026-08-01T12:17:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532191","Finance Parking Code Enforcement Review","FPCE",,"Finance","Completed","Mobile Device","2026-08-01T12:17:19.000","2026-08-01T12:17:19.000","2026-08-01T12:17:19.000","4732 W WAVELAND AVE",,,,"4732","W","WAVELAND","AVE","false","false",,,"15","30","3","E013","3","17","1731","17",,"12","7","8","1144037.2388092603","1924245.1062828854","41.948163000941","-87.745959000002","
,  
(41.948163000941, -87.745959000002)"
"SR26-01532190","Pothole in Street Complaint","PHF",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T12:17:10.000","2026-08-01T12:17:12.000",,"4751 N ARTESIAN AVE",,,,"4751","N","ARTESIAN","AVE","false","false",,,"4","40","2","J011","1","19","1911","22",,"12","7","8","1159265.6922625762","1931697.9510072574","41.968314000941","-87.689776500002","
,  
(41.968314000941, -87.689776500002)"
"SR26-01532189","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:17:03.000","2026-08-01T12:32:18.000","2026-08-01T12:17:03.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532188","Abandoned Vehicle Complaint","SKA",,"Streets and Sanitation","Open","Internet","2026-08-01T12:17:03.000","2026-08-01T13:00:03.000",,"8524 W BERWYN AVE","Chicago","Illinois","60656","8524","W","BERWYN","AVE","false","false",,,"76","41","1","U109","1","16","1614","3",,"12","7","8","1118331.6109635246","1934010.8697434394","41.975406000941","-87.840243000002","
,  
(41.975406000941, -87.840243000002)"
"SR26-01532187","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T12:17:02.000","2026-08-01T12:32:36.000","2026-08-01T12:17:02.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"12","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01532186","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:16:48.000","2026-08-01T12:32:36.000","2026-08-01T12:16:48.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532184","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:16:36.000","2026-08-01T12:32:36.000","2026-08-01T12:16:36.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532183","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:16:25.000","2026-08-01T12:32:36.000","2026-08-01T12:16:25.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532182","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:16:20.000","2026-08-01T12:32:36.000","2026-08-01T12:16:20.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532181","Street Light Out Complaint","SFD",,"CDOT - Department of Transportation","Open","Internet","2026-08-01T12:16:11.000","2026-08-01T12:16:18.000",,"3301 W 38TH PL","Chicago","Illinois",,"3301","W","38TH","PL","false","false",,,"58","12","8","H030","1","09","0911","11",,"12","7","8","1154999.9998578","1878882.0024354435","41.823468927578","-87.706879246967","
,  
(41.823468927578, -87.706879246967)"
"SR26-01532180","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T12:16:09.000","2026-08-01T12:32:18.000","2026-08-01T12:16:10.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"12","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01532179","Sewer Cleaning Inspection Request","CHECKFOR",,"DWM - Department of Water Management","Open","Internet","2026-08-01T12:15:58.000","2026-08-01T12:57:57.000",,"1400 E 54TH ST","Chicago","Illinois",,"1400","E","54TH","ST","false","false",,,"41","5","12","T034","3","02","0234","22",,"12","7","8","1186458.9497350496","1869870.8016258543","41.798054157813","-87.591754227525","
,  
(41.798054157813, -87.591754227525)"
"SR26-01532178","Report an Injured Animal","EAQ",,"Animal Care and Control","Open","Internet","2026-08-01T12:15:51.000","2026-08-01T12:15:54.000",,"5200 N LAKE SHORE DR","Chicago","Illinois","60640","5200","N","LAKE SHORE","DR","false","false",,,"77","48","2","N009","2","20","2023","17",,"12","7","8","1169863.8990395758","1934806.4500294798","41.976618743631","-87.650716594093","
,  
(41.976618743631, -87.650716594093)"
"SR26-01532177","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:15:43.000","2026-08-01T12:31:57.000","2026-08-01T12:15:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532176","Traffic Signal Out Complaint","SFB","CDOT - Department of Transportation","CDOT - Department of Transportation","Open","Phone Call","2026-08-01T12:15:19.000","2026-08-01T12:15:24.000",,"2600 S PULASKI RD","Chicago","Illinois","60623","2600","S","PULASKI","RD","false","false",,,"30","22","8","F028","3","10","1031","12",,"12","7","8","1150107.8191571033","1886404.4306156617","41.844207955219","-87.724631487829","
,  
(41.844207955219, -87.724631487829)"
"SR26-01532175","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T12:15:13.000","2026-08-01T12:32:18.000","2026-08-01T12:15:13.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"12","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01532174","Tree Emergency","SEC","Streets and Sanitation","Streets and Sanitation","Completed","Phone Call","2026-08-01T12:15:07.000","2026-08-01T12:47:13.000","2026-08-01T12:47:13.000","851 W BUCKINGHAM PL","Chicago","Illinois","60657","851","W","BUCKINGHAM","PL","false","false",,,"6","44","4","N014","2","19","1924","20",,"12","7","8","1169812.5850782648","1922346.7379073985","41.942430000941","-87.651270000002","
,  
(41.942430000941, -87.651270000002)"
"SR26-01532173","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:15:03.000","2026-08-01T12:32:36.000","2026-08-01T12:15:03.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532172","Traffic Signal Out Complaint","SFB",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T12:14:47.000","2026-08-01T12:14:55.000",,"4500 S WABASH AVE",,,,"4500","S","WABASH","AVE","false","false",,,"38","3","9","Q032","1","02","0215","11",,"12","7","8","1177329.8640977882","1875194.8230672611","41.81287500094","-87.625071000002","
,  
(41.81287500094, -87.625071000002)"
"SR26-01532170","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T12:14:29.000","2026-08-01T12:32:36.000","2026-08-01T12:14:29.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"12","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01532169","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T12:14:22.000","2026-08-01T12:32:36.000","2026-08-01T12:14:22.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"12","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01532168","Sign Repair Request - Stop Sign","PCB",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T12:14:14.000","2026-08-01T12:14:18.000",,"450 W 24TH ST",,,,"450","W","24TH","ST","false","false",,,"34","11","9","O027","1","09","0914","2",,"12","7","8","1173491.967511861","1888375.654253698","41.849130296639","-87.638757509504","
,  
(41.849130296639, -87.638757509504)"
"SR26-01532167","Sewer Cleaning Inspection Request","CHECKFOR",,"DWM - Department of Water Management","Open","Internet","2026-08-01T12:14:10.000","2026-08-01T12:32:07.000",,"5432 S DORCHESTER AVE","Chicago","Illinois","60615","5432","S","DORCHESTER","AVE","true","false",,"SR26-00980714","41","5","12","T034","3","02","0234","22",,"12","7","8","1186393.7736129612","1869498.8368293406","41.79703500094","-87.592005000002","
,  
(41.79703500094, -87.592005000002)"
"SR26-01532166","Water On Street Complaint","AAE",,"DWM - Department of Water Management","Open","Internet","2026-08-01T12:14:07.000","2026-08-01T12:38:11.000",,"1841 W 47TH ST","Chicago","Illinois","60609","1841","W","47TH","ST","false","false",,,"61","15","8","L033","3","09","0931","6",,"12","7","8","1164688.6780024224","1873447.6157174893","41.80835700094","-87.671488500002","
,  
(41.80835700094, -87.671488500002)"
